iter	Logloss	Accuracy
884	0.58990488	0.6916114227
885	0.5898551085	0.6917530738
886	0.5898395735	0.691781404
887	0.5897563088	0.6919372202
888	0.5896605581	0.6921355318
889	0.5896210432	0.6922488526
890	0.589550041	0.6922346875
891	0.58946944	0.6922771828
892	0.5894018687	0.6923905037
893	0.5892955599	0.6925038246
894	0.5892299292	0.6929854383
895	0.5891877447	0.6930562638
896	0.5891124101	0.6931837498
897	0.5890631428	0.6932687404
898	0.5890204118	0.6930987591
899	0.5889485963	0.6931837498
900	0.5889183824	0.6932404102
901	0.5888747233	0.6932970707
902	0.5888351349	0.6933962264
903	0.5887675455	0.6936653635
904	0.5887277865	0.693608703
905	0.5886716655	0.6938070146
906	0.588616752	0.693863675
907	0.5885467958	0.6940903167
908	0.5884306723	0.6940053261
909	0.5883761564	0.6941611423
910	0.5883455446	0.693991161
911	0.5882775559	0.694260298
912	0.5882502633	0.6944161142
913	0.5881872694	0.6943594538
914	0.5881123439	0.6943027934
915	0.5880879925	0.6942178027
916	0.5880046324	0.6943169585
917	0.5879455117	0.694387784
918	0.5879033681	0.6944869398
919	0.5878582476	0.6946569211
920	0.5877962082	0.694642756
921	0.5877154974	0.6946852513
922	0.5876447635	0.6948127373
923	0.5875906006	0.6951526999
924	0.5875077266	0.6950110488
925	0.5874631242	0.695039379
926	0.5874156195	0.6950110488
927	0.5873207138	0.6952376905
928	0.5872899744	0.6952518556
929	0.5872234361	0.6950818743
930	0.5871685172	0.6953935067
931	0.587091968	0.6953368463
932	0.5870368611	0.6955351578
933	0.5869702218	0.6956059833
934	0.5869206826	0.6954501671
935	0.5868397464	0.6954643323
936	0.5867679879	0.6956059833
937	0.5867466958	0.6955918182
938	0.5866769573	0.695436002
939	0.5865888566	0.6955209927
940	0.5865321683	0.6956343136
941	0.5864295162	0.6959317808
942	0.5863612068	0.6960309366
943	0.5863101238	0.6960734319
944	0.586251984	0.6961300924
945	0.5862038731	0.6961017621
946	0.5861529076	0.6961017621
947	0.5860865388	0.696215083
948	0.5860456037	0.6963567341
949	0.5859718195	0.6964558899
950	0.5859378863	0.6966542014
951	0.5859010188	0.696739192
952	0.5858214576	0.6969799989
953	0.585742874	0.6967816873
954	0.5856790702	0.6969799989
955	0.5856028339	0.6969799989
956	0.5855325973	0.6970649895
957	0.5854810127	0.696994164
958	0.5854563023	0.69712165
959	0.5853915227	0.6974191172
960	0.5853364066	0.6974049521
961	0.5852791753	0.6974616126
962	0.5852330292	0.6975749334
963	0.5851632258	0.6975041079
964	0.585096713	0.697263301
965	0.5850280697	0.6978157403
966	0.5849439979	0.6978440705
967	0.5848800901	0.697914896
968	0.5848258239	0.698042382
969	0.5848105329	0.698042382
970	0.5847673579	0.6978299054
971	0.5847154484	0.6978157403
972	0.5846553819	0.6978724007
973	0.5845959216	0.6980140518
974	0.5845652622	0.6979998867
975	0.5845340719	0.6978865658
976	0.5844710472	0.6976740892
977	0.5844183928	0.6979998867
978	0.5843624092	0.6983823446
979	0.5843139776	0.698297354
980	0.5842623401	0.6984531702
981	0.5842199687	0.6985381608
982	0.5841585974	0.6987789676
983	0.58409224	0.6989347838
984	0.5840503569	0.6993314069
985	0.5839933692	0.699473058
986	0.5839392579	0.6995722137
987	0.5838790477	0.699614709
988	0.5838253977	0.6998413508
989	0.5837632538	0.7000113321
990	0.583698332	0.7000538274
991	0.5836209866	0.7000254972
992	0.5835756105	0.7003371296
993	0.5835457599	0.7001954785
994	0.5834478621	0.7003371296
995	0.5834088711	0.7003229645
996	0.5833322062	0.7002946343
997	0.5832794358	0.7004079551
998	0.5831847015	0.7005637713
999	0.5831487554	0.7004646156
